id,port,requesttime,browser,emailid,training,password,packet
1571,52471,1551820433,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",3a3f0bfd-e474-4c63-8c42-3a749d5d106a,0,1,P42
1572,51802,1551820673,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15",ae920fe8-dc4d-4625-bd97-b960c3b0ea89,2,1,P38
1573,57611,1551822317,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,a779d268-c2d1-4317-afc6-6b6c1862438c,0,1,P40
1574,59823,1551830738,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,9904b143-91f4-41a6-b366-8c84b39c4a9b,1,1,P40
1575,63258,1551833081,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",47386698-6582-44e7-826a-f566908e4200,1,0,P42
1576,52693,1551836918,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",740f2613-ff88-49ec-8bb3-17b259460812,1,1,P38
1577,51934,1551849050,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",2653a3ba-30c5-4645-a3fe-8f2da12f69ed,0,0,P38
1578,8454,1551850290,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-J337A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,2,1,P41
1579,43110,1551850308,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-J337A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,2,1,P41
1580,43110,1551850312,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-J337A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,2,1,P41
1581,26108,1551850323,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-J337A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,2,1,P41
1582,23108,1551850351,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-J337A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,2,1,P41
1583,34144,1551861112,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G960U Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.0 Chrome/67.0.3396.87 Mobile Safari/537.36",8d2adb69-de05-4c92-9aba-4967deeb9823,0,1,P43
1584,34146,1551861121,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G960U Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.0 Chrome/67.0.3396.87 Mobile Safari/537.36",8d2adb69-de05-4c92-9aba-4967deeb9823,0,1,P43
1585,62697,1551863236,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",b61ab9b2-01ad-4b42-b1b4-0d9cece4f384,0,1,P43
1586,62699,1551863246,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",b61ab9b2-01ad-4b42-b1b4-0d9cece4f384,0,0,P43
1587,50100,1551864678,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",5f1b6163-30f0-4db0-99be-8dc569c80065,0,1,P43
1588,43638,1551869846,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-N950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",87e2b946-7d3c-401c-a1aa-b73910b74b90,1,1,P43
1589,43684,1551869911,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-N950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",87e2b946-7d3c-401c-a1aa-b73910b74b90,1,1,P43
1590,16961,1551870975,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G892A Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",549bd409-1010-4d76-987c-1dacd4a06560,3,0,P44
1591,63887,1551872171,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1a0d07a9-5018-4bb9-9933-88b035abcf95,2,1,P44
1592,49556,1551872627,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",17dba0de-7b3b-4cbd-9871-8c888d47830a,0,1,P41
1593,59251,1551873660,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",b6867a12-b003-4a44-9c56-cf1263375af0,3,1,P43
1594,53825,1551874044,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",9997e742-67d3-4e74-bb45-d1d94fe4db0e,0,1,P43
1595,53827,1551874065,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",9997e742-67d3-4e74-bb45-d1d94fe4db0e,0,1,P43
1596,2682,1551874387,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",14a622bf-fd8c-41a4-af38-979427f01425,3,1,P44
1597,44355,1551874557,"Mozilla/5.0 (Linux; Android 9; PH-1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",1bb55771-cad4-432a-9537-157207d7a661,2,1,P44
1598,29742,1551874695,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",e57ea23b-38a2-4f62-8935-12a0a5406f07,0,1,P43
1599,33654,1551874751,"Mozilla/5.0 (Linux; Android 9; SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",54ca3b3a-3dfd-45d4-b7be-2ee9e048d71f,0,1,P43
1600,33656,1551874768,"Mozilla/5.0 (Linux; Android 9; SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",54ca3b3a-3dfd-45d4-b7be-2ee9e048d71f,0,1,P43
1601,64871,1551875485,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",a6e8ceae-8435-43b7-b413-291464941443,1,1,P44
1602,48736,1551877029,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36",9398c195-b2df-4a75-b20f-0964355c1996,1,1,P44
1603,62739,1551877207,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",9ff7e7a2-dcdf-430b-9a3f-328ae9c5010c,3,1,P44
1604,54091,1551877759,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c25c19a4-23d7-4629-8e4e-47335588f12d,1,1,P44
1605,41532,1551878093,"Mozilla/5.0 (Linux; Android 8.0.0; LG-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",ffc0acf9-c951-4439-a2f9-fcd0cb0da08c,0,1,P44
1606,41540,1551878105,"Mozilla/5.0 (Linux; Android 8.0.0; LG-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",ffc0acf9-c951-4439-a2f9-fcd0cb0da08c,0,1,P44
1607,49888,1551878968,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",12e62ce7-175e-4b31-ba1a-0b48d0677292,0,1,P43
1608,49897,1551878997,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",12e62ce7-175e-4b31-ba1a-0b48d0677292,0,1,P43
1609,53946,1551879375,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/72.0.3626.101 Mobile/15E148 Safari/605.1",5b89aa55-db50-4ed8-bc5c-80a484749414,0,1,P44
1610,40908,1551879928,"Mozilla/5.0 (Linux; Android 9; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",32a80fcd-3728-43b1-bbec-0d13e3eda814,2,1,P43
1611,40934,1551879975,"Mozilla/5.0 (Linux; Android 9; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",32a80fcd-3728-43b1-bbec-0d13e3eda814,2,1,P43
1612,60400,1551880343,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1241c561-8758-4909-ba85-f9ac07820029,0,1,P44
1613,54329,1551880780,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",d0717e39-5773-49d7-a57d-54c5e3830021,0,1,P43
1614,54330,1551880786,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",d0717e39-5773-49d7-a57d-54c5e3830021,0,1,P43
1615,32218,1551880812,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",d0717e39-5773-49d7-a57d-54c5e3830021,0,1,P43
1616,2761,1551880814,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",d0717e39-5773-49d7-a57d-54c5e3830021,0,1,P43
1617,38284,1551880916,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-N950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",4b1ee4a1-4a10-40a7-a9b9-14bd897a865e,0,1,P45
1618,38286,1551880928,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-N950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",4b1ee4a1-4a10-40a7-a9b9-14bd897a865e,0,1,P45
1619,57748,1551880949,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",34c391d8-796c-429b-b3fa-bfc0e69b14a3,0,1,P45
1620,25473,1551881004,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",83f36829-70cb-4052-a416-70679891c81a,0,0,P45
1621,51674,1551881139,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1b3c6da0-4f8b-4052-9fa3-2979e041d277,1,1,P45
1622,58120,1551881220,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",d9ee100a-a2a0-4e7b-b7af-acad59c000fd,0,1,P43
1623,52834,1551881365,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G960U Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.0 Chrome/67.0.3396.87 Mobile Safari/537.36",2fbaa450-fd65-4447-802a-08c790f72544,0,1,P45
1624,48590,1551881433,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",f1674bcb-3733-45c3-86c2-47e93dee51e4,0,1,P45
1625,51092,1551881465,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",564137d0-edc2-44e8-984f-ebd254d2c592,0,1,P45
1626,40291,1551881520,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",029a521e-7fa9-4a2a-a06b-77b32fddd7e8,2,1,P41
1627,63682,1551881643,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",e969b9f0-fd2c-46e5-b9b8-1c359dccbc92,0,1,P45
1628,42033,1551881668,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c004e05e-4840-4eee-868e-de0599ce5919,1,1,P45
1629,53710,1551882498,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",a7f12185-dbd9-479a-accb-d577491e7263,3,1,P45
1630,60271,1551882673,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",612edcca-60a6-48b6-84c9-bfbe70c837b5,3,1,P45
1631,49650,1551882692,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",63680345-f4a1-4c03-8005-ded7b95ce479,3,1,P43
1632,31868,1551883508,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",4ee5415b-6c76-4917-ac2c-766af78ee45e,0,1,P45
1633,4541,1551883849,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",084a74a5-104b-49a3-a861-f0ce2b18fafb,3,1,P45
1634,50393,1551884425,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",e5f6136c-75ff-48bc-934d-ab11dead19f6,3,0,P44
1635,52074,1551884534,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15",4821d319-0eae-48a9-bec6-a6fc387a7678,3,1,P43
1636,39824,1551885288,Mozilla/5.0 (Android 8.0.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,a876e5a4-b786-44a0-9e79-76e2b126a8d4,1,0,P45
1637,55889,1551885460,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",2d0ecf5c-11f3-4a7d-9eed-2471789db381,3,1,P45
1638,60199,1551886296,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15",a5b0eb45-b262-4fec-815f-2be621139def,2,1,P45
1639,64319,1551886557,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",6b4c49bf-2db6-4b15-8a6a-777ea8fb2dba,0,1,P42
1640,45852,1551887152,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950U1 Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",7dac3abf-3992-4585-8d4b-7765a29952b1,3,1,P45
1641,50385,1551887364,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",b6886ff8-ac5c-47be-897f-18aabd2a4ff2,1,1,P40
1642,54709,1551887875,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",2a448ea3-4cad-4a2e-af69-0e35ed6112b8,0,1,P40
1643,59323,1551888212,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P45
1644,59330,1551888255,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P45
1645,59331,1551888273,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P45
1646,59342,1551888324,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P45
1647,59348,1551888414,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P45
1648,59356,1551888465,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,c7866b80-b815-485d-ba78-ed0edb048f4a,0,1,P44
1649,53274,1551888840,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1f931d06-df6e-4c95-a7b5-5f5f2b3c72bf,0,1,P43
1650,63483,1551889429,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",72e1131b-ae29-4386-a579-526f0257f0d7,3,1,P44
1651,20223,1551889903,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",0b3b8812-071f-459c-9bc7-031be4fb72c8,3,1,P45
1652,55217,1551890570,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",65f929c9-34ec-44d7-9cac-ae1710aed7cb,0,1,P43
1653,55219,1551890607,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",65f929c9-34ec-44d7-9cac-ae1710aed7cb,0,1,P43
1654,55220,1551890752,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",65f929c9-34ec-44d7-9cac-ae1710aed7cb,0,1,P43
1655,59616,1551890837,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",b114780a-161f-4d02-bb69-30459f5c8e16,0,1,P43
1656,42381,1551891220,"Mozilla/5.0 (Linux; Android 7.0; LGUS997) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",8797600d-8af0-442a-a7b9-4a238f3adc33,1,1,P45
1657,63844,1551891557,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,a6b16585-1169-4e7e-bde6-545893eb8456,0,1,P43
1658,63852,1551891637,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,a6b16585-1169-4e7e-bde6-545893eb8456,0,1,P43
1659,26029,1551891879,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",34f77eef-b65d-415c-92ca-a8bd33744963,0,1,P44
1660,54654,1551892120,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c25c19a4-23d7-4629-8e4e-47335588f12d,1,0,P44
1661,61750,1551892640,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",eda77c6a-38ce-4a55-b134-9aa573f835cc,0,1,P42
1662,58268,1551892852,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c8d038e7-35a7-405e-8bf0-5b7558b35900,0,1,P46
1663,61180,1551893018,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c0d0a890-c876-4c47-9379-630dad3151ed,2,1,P43
1664,49155,1551893364,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",1338ca8d-f5fe-4670-a020-a040307e3c86,1,1,P43
1665,31105,1551894177,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",7f40a1be-da7f-4778-a8fe-e40c939c370b,3,1,P41
1666,63319,1551894234,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",7f40a1be-da7f-4778-a8fe-e40c939c370b,3,1,P41
1667,3066,1551894899,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",b6d74c02-5ebb-4215-a346-303ae49598da,3,1,P45
1668,58276,1551895323,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",c0d0a890-c876-4c47-9379-630dad3151ed,2,1,P43
1669,62973,1551896153,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",d76a720b-d08d-4233-a1fe-6588c02e5265,0,1,P43
1670,39914,1551897074,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36",fca0bf52-9d3e-40e9-80cb-67074b0cf5c6,0,1,P44
1671,40675,1551897080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36",fca0bf52-9d3e-40e9-80cb-67074b0cf5c6,0,0,P44
1672,53707,1551897291,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",180696b6-020e-413b-9168-eec00bbcf077,0,1,P41
1673,62699,1551897313,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",4f223f0b-a59e-4773-ba00-97eeeb61baf4,1,1,P43
1674,53739,1551897346,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",180696b6-020e-413b-9168-eec00bbcf077,0,1,P41
1675,56852,1551899012,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",6cbd3a85-148b-4319-9ec6-0a0be35d696b,1,1,P44
1676,55737,1551899755,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",2653a3ba-30c5-4645-a3fe-8f2da12f69ed,0,1,P43
1677,64062,1551900367,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/72.0.3626.101 Mobile/15E148 Safari/605.1",8fa21167-eff9-4352-b81b-ce5b43ee7171,3,0,P40
